"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","8.39540004730225","8.57839965820313","8.68280029296875","8.54810047149658","8.66009998321533","8.69919967651367","9.02420043945313","8.99660015106201","9.19040012359619","9.03579998016357","9.0947999954","8.529299736","8.3676996231","8.2146997452","7.765999794","7.6399998665","7.1300001144","6.75","6.6599998474","6.1999998093","6.44","5.03","4.35","4.42","4.44","4.46","4.42","4.07","3.82","3.72","3.73","3.74","4.05","4.06","4.16","4.2","","","","","","",
"American Samoa","ASM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","7.70642185211182","","","","","","","","","","6.53000020980835","","","","","","","","","","","","","","","","","","","","6.5999999046","","","6.1048002243","","","3.8800001144","","","","","2.6","2.3","2.5","2.4","2.4","2.4","2","1.7","2.2","2.2","1.93","","3.6","3.55","3.61","3.01","2.89","","","","",
"Australia","AUS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","11.1999998092651","11.3000001907349","11.3999996185303","11.6999998092651","11.8000001907349","11.8999996185303","11.8000001907349","11.8000001907349","11.8000001907349","11.6999998092651","11.6999998092651","11.6000003814697","11.8000001907349","11.8000001907349","12","11.8999996185303","11.8999996185303","12.1000003814697","12.1000003814697","12.1999998092651","12.3000001907349","12.1999998092651","12.1000003814697","11.8999996185303","11.6999998092651","10.8999996185303","","10.5","","9.80000019073486","","9.1999998093","8.8999996185","8.8999996185","8.6999998093","8.6999998093","8.5","8.3000001907","8.1999998093","7.9000000954","4.04","3.95","3.93","3.97","4","3.9","3.93","","3.82","3.77","3.78","3.79","3.75","3.74","3.79","3.82","3.84","","","","","",
"Austria","AUT","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","10.8000001907349","","","","","","","","","","10.8000001907349","","","","","","","","","","11.1999998092651","","","","","10.8999996185303","10.8000001907349","10.6999998092651","10.6000003814697","10.3999996185303","10.1999998093","9.8999996185","9.6999998093","9.3999996185","9.5","9.3999996185","9.3000001907","9.1999998093","9","8.8999996185","7.95","7.85","7.81","7.73","7.73","7.69","7.66","7.75","7.69","7.68","7.65","7.68","7.67","7.64","7.58","7.54","7.42","7.37","7.27","","","",
"Azerbaijan","AZE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","9.74520015716553","","","","","9.89680004119873","9.84109973907471","9.88210010528564","9.96630001068115","10.204400062561","10.0992002487","10.0208997726","10.5427999496","10.4875001907","10.070599556","10.0200004578","9.8100004196","9.6099996567","9.0600004196","8.8999996185","8.69","8.51","8.4","8.27","8.24","8.21","7.94","7.93","7.67","7.54","5.06","4.62","4.65","4.69","4.82","","","","","","","",
"Burundi","BDI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.12240731716156","","","","","","","","","","1.28059995174408","","","","","1.12320005893707","","","","","","","","","","","0.679199993610382","","","","","0.6631000042","","","","","","","","","","","","","","","0.7","","","","","1.9","","","0.79","","","","","","","",
"Belgium","BEL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","8.30000019073486","","","","","","","","","","9.39999961853027","","","","","9.10000038146973","","","","","8","7.9000000954","7.6999998093","7.6999998093","7.5999999046","","","7.1999998093","7.1999998093","7.0999999046","6.72","6.62","6.54","6.53","6.48","6.44","6.35","6.27","6.25","6.15","6.12","6.05","5.99","5.93","5.85","5.83","5.76","5.66","5.62","5.58","","",
"Benin","BEN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.22574877738953","","","","","","","","","","1.15489995479584","","","","","","","","","","1.46490001678467","1.13119995594025","","","","0.359600007534027","","","","","0.8338999748","0.5005000234","0.2231000066","0.2390999943","0.2336000055","","","","","","","","","","","0.5","","","","","0.5","","","","","","","","","","","",
"Burkina Faso","BFA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.523758113384247","","","","","","","","","","0.57150000333786","","","","","","","","","","","","","","","","","","","0.306400001049042","0.2992999852","","","","","1.2999999523","1.4199999571","","","","","","","","","","0.9","","","","0.4","","","","","","","","","","","",
"Bangladesh","BGD","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","0.155100002884865","","","","","","","","","","0.215800002217293","0.225199997425079","","","","0.287800014019012","","","","","0.3041999936","0.3080999851","","","0.3048999906","","","","","0.3000000119","","0.3","0.34","","","0.3","","","","","","0.6","","","0.6","0.77","0.79","","","","","",
"Bulgaria","BGR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","6.21367740631104","","","","","","","","","","","","","","","","","","","","8.85060024261475","8.85900020599365","8.88669967651367","8.87679958343506","8.96300029754639","9.11400032043457","9.45209980010986","9.56420040130615","9.56019973754883","9.70209980010986","9.7908000946","9.7681999207","10.2063999176","10.4941997528","10.196100235","10.3699998856","10.470000267","10.279999733","8.4099998474","7.4899997711","7.41","7.2","6.49","6.29","6.13","6.41","6.28","6.46","6.61","6.72","6.62","6.45","6.61","6.82","7.13","7.24","7.27","7.45","","","","",
"Bahrain","BHR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.71140956878662","","","","","","","","","","4.34289979934692","","","","","","","","","","3.31439995765686","","","","","","","","","3.33949995040894","","","","","","","","2.9000000954","","","2.75","2.82","2.86","2.81","2.81","2.81","2.74","2.74","1.97","1.9","1.77","1.7","2.08","2.08","2.03","1.95","1.89","1.74","","","","",
"Bahamas, The","BHS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.72566366195679","","","","","","","","","","5.09359979629517","","","","","","","","","","4.4047999382019","","","","","","","","","","4","","","3.8838999271","","3.6","3.9400000572","","","","3.5","3.4","3.4000000954","3.4","3.4","","3.2","3.2","3.2","3.2","2.92","2.9","2.86","2.85","2.76","2.83","","2.96","","","","",
"Bosnia and Herzegovina","BIH","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","4.83109998703003","4.92280006408691","4.91790008544922","4.90469980239868","4.8137001991272","4.71810007095337","4.74200010299683","4.5935001373291","4.57819986343384","4.49830007553101","4.4590997696","4.3779997826","","","","","","","3.8199999332","3.7999999523","3.38","3.24","3.21","3.17","3.05","3.12","3.32","3.39","3.35","3.33","3.4","3.46","3.5","3.5","3.49","","","","","","","",
"Belarus","BLR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","12.5460996627808","","","","","13.0712995529175","13.2604999542236","13.4562997817993","13.3729000091553","13.5795001983643","13.2264003754","13.20470047","12.6906995773","12.4762001038","12.4638996124","12.3800001144","12.2700004578","12.3599996567","12.4200000763","12.6400003433","12.61","12.58","11.94","11.34","10.71","11.13","11.18","11.23","11.12","11.07","11.45","11.25","11.27","11.05","10.83","","","","","","","",
"Belize","BLZ","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.66776514053345","","","","","","","","","","5.40140008926392","","","","","","","","","","","","","","","","3.31680011749268","","","","2.7000000477","","","2.7999999523","","2.5","2.1300001144","","","","1.9","","","1.2999999523","1.3","1.2","1.3","1.2","1.2","1.1","1.2","1.09","1.08","0.89","1.27","","1.22","1.04","","","","",
"Bermuda","BMU","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3000001907","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.84541928768158","","","","","","","","","","2.32170009613037","","","","","2.05879998207092","","","","","","","","","","","","","","","1.317800045","1.4110000134","","1.3999999762","","","1.6699999571","","","","","","","1","1","","1.1","1.1","1.1","1.1","","1.07","1.1","1.12","1.15","1.13","1.27","1.29","","","","",
"Brazil","BRA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.20179533958435","","","","","","","","","","3.69180011749268","","","","","4.9951000213623","","","","","","","","","","","","3.56030011177063","","","3.3452999592","","","3.5","","","3.1099998951","","","","2.82","2.78","2.59","2.42","","2.52","2.48","2.47","2.44","2.43","2.37","2.31","2.27","2.25","2.22","2.15","2.11","2.09","","","","",
"Barbados","BRB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.92977905273438","","","","","","","","","","10.2215995788574","","","","","","","","","","8.53470039367676","","","","","","","","","","8.3999996185","","","1.2676000595","","7.4","7.5599999428","","","","","","","7.3","7.3","6.7","6.6","","7.6","6.8","6.76","","6.34","6.34","5.93","5.9","5.89","5.97","","","","",
"Brunei Darussalam","BRN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.90243911743164","","","","","","","","","","3.50769996643066","","","","","","","","","","","2.93589997291565","2.99399995803833","","","","","","","","","","","","","","","","","","2.46","","2.7","","2.6","2.58","2.79","","2.7","2.6","2.46","2.46","2.44","2.42","2.43","2.77","2.76","2.85","","","","",
"Bhutan","BTN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70589995384216","","","","0.8467000127","","","","1.6147999763","","","","","1.6000000238","","1.6","1.6","","","","1.7","","","","","1.8","1.74","","","","","","","","","",
"Botswana","BWA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.12291669845581","","","","","","","","","","","","","","","","","","","","2.36310005187988","","","","","","","","","","1.5751999617","","","","","","","","","","","","","2.2","","","","2.4","1.8","","1.8","","","","","","","","","","","",
"Central African Republic","CAF","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.23142111301422","","","","","","","","","","1.87559998035431","","","","","","","","","","1.55859994888306","","","","","","","","","","0.8731999993","","","","","","","","","","","","","","","","1.2","","","","","1","","","","","","","","","","",
"Canada","CAN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","6.19999980926514","","","","","","","","","","7","","","","","","6.90000009536743","6.90000009536743","6.90000009536743","6.80000019073486","6.80000019073486","6.90000009536743","6.80000019073486","6.80000019073486","6.80000019073486","6.80000019073486","6.69999980926514","6.59999990463257","6.5","6.30000019073486","6","5.8000001907","5.5","5.4000000954","","5","4.5999999046","4.4000000954","4.1999998093","3.9000000954","3.77","3.69","3.64","3.5","3.44","3.1","3.02","2.96","2.85","2.8","2.78","2.8","2.79","2.72","2.67","2.62","2.6","2.53","2.55","2.52","","",
"Central Europe and the Baltics","CEB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","8.03024521070742","","","","","8.2004950903895","","","","","8.11984050401736","8.03882876474436","7.67228575673475","7.64288605831753","7.63067159676445","7.23868869955943","7.26824655678557","7.0230654493653","6.7973288388091","6.61653067869634","6.69635228466985","","6.73782324654835","6.88787426343973","6.82750990137317","6.774348965948","6.7339566956929","6.60331089851248","6.66463691446371","6.65480914995853","6.56915991367176","6.54245871788132","6.57433663752296","6.55635454751669","6.58222272698589","6.57965016967324","6.58302091772516","6.59318361486936","6.42266707533026","","","",
"Switzerland","CHE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8999996185","","","","","","","","","6.29","6.04","5.95","5.82","5.67","5.54","5.39","5.36","5.21","5.1","5.19","5.05","4.97","4.85","4.73","4.73","4.69","4.65","4.63","","","",
"Channel Islands","CHI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","11.1538457870483","","","","","","","","","","11.2250003814697","","","","","","","","","","10.6512002944946","10.595100402832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.6742901802063","","","","","","","","","","3.77640008926392","","","","","","","","","","3.40639996528625","","","","","","","","","3.17670011520386","3.1586000919","","","3.0999999046","","","2.6700000763","","","","2.72","2.62","2.54","2.51","2.41","2.31","2.33","2.29","2.28","2.27","2.04","2.22","2.17","2.17","2.12","2.14","2.12","2.11","2.06","","","",
"China","CHN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","1.44000005722046","1.51999998092651","1.5","1.45000004768372","1.45000004768372","1.53999996185303","1.58000004291534","1.71000003814697","1.76999998092651","1.85000002384186","1.91999995708466","2","2.0699999332428","2.14000010490417","2.20000004768372","2.23000001907349","2.25","2.25999999046326","2.28999996185303","2.32999992370605","2.36999988555908","2.40000009536743","2.48000001907349","2.53999996185303","2.55999994277954","2.5799999237","2.5999999046","2.6199998856","2.6300001144","2.6300001144","2.6099998951","2.5499999523","2.5499999523","2.5299999714","2.5199999809","1.68","1.66","1.7","1.73","1.79","1.84","1.91","1.99","2.13","2.29","2.47","2.69","3.01","3.29","3.55","3.79","4.02","4.31","","","","",
"Cote d'Ivoire","CIV","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.34876954555511","","","","","","","","","","1.15610003471375","","","","","","","","","","","","","","","","","","","0.828499972820282","0.8116000295","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","","","",
"Cameroon","CMR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.00226593017578","","","","","","","","","","1.75150001049042","","","","","2.46589994430542","","","","","","","","","","","","","","2.59829998016357","2.5532999039","","","","","","","","","","","","","","","","1.5","","","","1.3","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.67403650283813","","","","","","","","","","3.32340002059937","","","","","3.22530007362366","","","","","","","","","","","","1.59309995174408","","","1.4268000126","","","","","","","","","","","","","","","1.1","0.8","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.75708508491516","","","","","","","","","","4.38719987869263","","","","","","","","","","","","","","","","","","","","3.3499999046","","","","","","","","","","","","","","","1.6","","","","","","","","","","","","","","","","",
"Colombia","COL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.57554721832275","","","","","","","","","","2.09730005264282","","","","","","","","","","1.56410002708435","","","","","","","","","1.25109994411469","1.3667000532","","","1.2999999523","","","1.4600000381","","","","","","","1.1000000238","1.2","","1","1","","","1.48","1.45","1.48","1.54","1.59","1.61","1.68","1.7","1.71","","","",
"Comoros","COM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12490010261536","2.7616000175","","","","","","","","","","","","","","","","2.2","","","","2.16","","","","","","","","","","","",
"Cabo Verde","CPV","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","1.40820002555847","","","","","","","","","","2.1868999004364","","","","","","","","1.59769999980927","","","","1.5830999613","","","","","","","","","","","","","2.1","","","2.1","","2.1","","","","","","","","","","","",
"Costa Rica","CRI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.7907772064209","","","","","","","","","","3.93959999084473","","","","","","","","","","3.31439995765686","","","","","","","","","","2.5","","","","1.793900013","1.7799999714","1.75","1.7100000381","1.6799999475","","1.65","1.61","1.57","1.54","1.5","1.35","1.32","1.3","1.25","1.24","1.24","1.23","1.2","1.18","1.17","1.16","1.15","1.14","1.11","1.1","","",
"Caribbean small states","CSS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.05423512339535","","","","","","","","","","4.99597172590562","","","","","4.99041864320103","","","","","","","","","","","","","","","3.6200728820033","","","2.82115082309899","","3.09151788134928","3.47944179127555","","","","","2.49297565710597","","2.53152708084372","","2.44256608431948","2.55655993907564","2.18227849287928","","2.30053412326231","2.31166298193438","","2.29411188605294","2.24275102574151","","2.50115254747625","2.31606743790896","2.38671740969831","","","","",
"Cuba","CUB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.36649942398071","","","","","","","","","","4.63240003585815","","","","","","","","","","","","","","","","","","","","5.4211997986","","","6","","","5.1300001144","","","","","","","4.9000000954","","4.9","4.9","4.9","6","5.9","5.9","5.08","5.04","5.05","5.16","5.24","5.32","5.33","","","","",
"Curacao","CUW","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.52356004714966","","","","","","","","","","5.38210010528564","","","","","","","","","","5.65299987792969","5.72009992599487","","","","","","","","5.08640003204346","","","","","","","","","","","4.52","4.4","4.4","4.3","4.2","3.83","3.8","3.8","3.78","3.76","3.57","3.51","3.46","3.41","3.42","3.42","3.43","3.4","","","","",
"Czech Republic","CZE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","11.3000001907349","","","","","11.3999996185303","","","","","11.3000001907","11.1000003815","10.6999998093","10.3999996185","10.1999998093","","","","","","7.8","7.77","7.76","7.73","7.65","7.57","7.45","7.33","7.21","7.14","7.3","7.06","6.93","6.7","6.68","6.67","6.66","6.63","6.62","","","",
"Germany","DEU","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","10.5","","","","","","","","","","11.3000001907349","","","","","","","","","","11.5","","","","","11","","","","","10.3999996185","10.1000003815","9.8999996185","9.6999998093","9.6999998093","9.6999998093","9.6000003815","9.3999996185","9.3000001907","9.1999998093","9.12","9.01","8.87","8.74","8.58","8.47","8.3","8.24","8.21","8.24","8.25","8.38","8.34","8.28","8.23","8.13","8.06","8","","","","",
"Djibouti","DJI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","7.83132553100586","","","","","","","","","","6.07740020751953","","","","","","","","","","","3.61050009727478","","","","","","","","","2.5397000313","","","","","","","","","","1.75","1.75","1.75","1.61","1.61","1.61","1.61","","","","1.42","1.42","1.42","1.42","1.4","1.4","1.4","1.4","","","","",
"Dominica","DMA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.54394674301147","","","","","","","","","","4.4443998336792","","","","","","","","","","","","","","","","","","","","3","","","2.5938999653","","3.6","2.6500000954","","","","3.8","3.5","3.9000000954","3.9","3.9","3.9","","4","3.8","3.8","3.8","3.8","3.8","","","","","","","","","",
"Denmark","DNK","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","8.10000038146973","","8.39999961853027","8.30000019073486","8.5","8.5","8.60000038146973","8.39999961853027","8.5","8.19999980926514","8.10000038146973","7.80000019073486","7.69999980926514","7.40000009536743","7.09999990463257","7","6.90000009536743","6.19999980926514","6","5.80000019073486","5.5999999046","5.4000000954","5.0999999046","5","5","4.9000000954","4.6999998093","4.5999999046","4.5","4.3000001907","4.29","4.22","4.29","4.13","3.97","3.86","3.79","3.69","3.57","3.49","3.5","3.13","","3.07","2.69","2.53","2.6","2.61","2.43","2.6","","",
"Dominican Republic","DOM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.32869076728821","","","","","","","","","","2.63940000534058","","","","","2.50149989128113","","","","","","","","","","","","","","","1.8812999725","","","2","","","1.5","","","","","","","2.0999999046","","2","","1.22","1.57","1.44","1.59","1.74","1.74","1.79","1.79","1.58","1.44","1.56","","","","",
"Algeria","DZA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.18740749359131","","","","","","","","","","2.84249997138977","","","","","","","","","","","","","","","","2.48839998245239","","2.62899994850159","2.56439995765686","2.4993000031","","","","2.1031999588","","","","2.0999999046","","","","","","1.7","","","","","","","","","","","1.9","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","1.44000005722046","1.51999998092651","1.5","1.45000004768372","1.45000004768372","1.44188440667315","1.58000004291534","1.71000003814697","1.76999998092651","1.85000002384186","1.78114532879589","1.98732443186057","2.0699999332428","2.14000010490417","2.20000004768372","2.22372802096645","2.29444337313465","2.23417674003118","2.26248063142162","2.31000797421664","2.12200485537242","2.36593731061285","2.47996849316705","2.53664631780621","2.35650143631102","2.27877089937179","2.27225167241867","2.27770698661127","2.29197690824395","2.34960889476082","2.57205458388748","2.54083653378088","2.49807461587183","2.25570507945999","2.50488306008344","1.70760315551681","1.65849958244427","1.64342519139883","1.73050966170871","1.84202326087018","1.87677679272985","1.86929230292969","1.93454254967766","2.10819670916812","2.03805361611149","2.29805256669635","2.28218385042568","2.66069346375753","2.8195901862243","2.9940913657323","3.3023608974977","3.41167565131613","3.67855314481947","","","","",
"Early-demographic dividend","EAR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.919975827330387","","","","","","","","","","0.967250012704611","","","","","0.887526192187651","","","","","1.03899102954928","","","","","1.10719497309452","","","","","","1.09024568232723","","","","","","","","","1.05887346296379","0.942971605741949","0.93801641560668","1.19076029523553","","0.933510798833305","0.963494225232547","0.945315218486729","0.864722850127148","0.837554574010141","0.954899897117695","1.1207027116271","0.897904437169948","0.917521266922698","0.951540812500147","0.921113965890738","0.86994619420311","0.923100739047524","","","","",
"East Asia & Pacific","EAS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","2.55253140232314","","","","","1.91706107908643","2.12823767224688","","","","3.32476573800459","2.43828767348581","2.38298888437011","2.41176753036013","2.45617146746491","3.2871403053862","2.39684450358015","","","2.48765477380611","2.3412315971166","2.42090895813087","2.42885363970371","3.43727003221268","3.52861910939146","3.80150529995887","3.80358666628227","3.70711639297207","3.39318150639339","3.70067784415933","2.81947192533718","2.75333381226073","2.5644321591517","2.9462794628842","2.96926767276196","2.94374333822084","2.9009983457745","3.04202928386592","3.16467104709354","2.9575165541055","3.14614609074255","3.21762265891355","3.49982024883861","3.68666040796515","3.85518675189161","4.18780357661394","4.26221389163024","4.5135882999072","","","","",
"Europe & Central Asia (excluding high income)","ECA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","10.6449037935723","10.6963112489754","10.727905614854","10.7603242670004","10.7813176951747","10.7655101028209","10.5216443183067","10.2781048647163","10.0985218087102","9.79596664577854","9.57304685874776","9.15587013768617","8.62128418701147","8.29824908949853","8.07485311527798","8.10819303054621","8.01475301319289","7.94635098571568","7.81230579198764","7.77034267330293","7.67135506526367","7.60396368123557","7.46503344926505","7.15609860300554","7.11623582632609","6.93017800727307","6.81748082982787","6.75029959744351","6.60860880645144","6.35682829992249","","","","","","","",
