Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Indonesia,IDN,2022-03-26,70.82,
Indonesia,IDN,2022-03-27,70.88,
Indonesia,IDN,2022-03-28,70.91,
Indonesia,IDN,2022-03-29,71.01,
Indonesia,IDN,2022-03-30,71.05,
Indonesia,IDN,2022-03-31,71.11,
Indonesia,IDN,2022-04-01,71.18,
Indonesia,IDN,2022-04-02,71.23,
Indonesia,IDN,2022-04-03,71.24,
Indonesia,IDN,2022-04-04,71.24,
Indonesia,IDN,2022-04-05,71.24,
Indonesia,IDN,2022-04-06,71.32,
Indonesia,IDN,2022-04-07,71.36,
Indonesia,IDN,2022-04-08,71.4,
Indonesia,IDN,2022-04-09,71.43,
Indonesia,IDN,2022-04-10,71.46,
Indonesia,IDN,2022-04-11,71.48,
Indonesia,IDN,2022-04-12,71.52,
Indonesia,IDN,2022-04-13,71.54,
Indonesia,IDN,2022-04-14,71.61,
Indonesia,IDN,2022-04-15,71.65,
Indonesia,IDN,2022-04-16,71.68,
Indonesia,IDN,2022-04-17,71.71,
Indonesia,IDN,2022-04-18,71.73,
Indonesia,IDN,2022-04-19,71.77,
Indonesia,IDN,2022-04-20,71.82,
Indonesia,IDN,2022-04-21,71.86,
Indonesia,IDN,2022-04-22,71.91,
Indonesia,IDN,2022-04-23,71.95,
Indonesia,IDN,2022-04-24,71.97,
Indonesia,IDN,2022-04-25,71.99,
Indonesia,IDN,2022-04-26,72.02,
Indonesia,IDN,2022-04-27,72.05,
Indonesia,IDN,2022-04-28,72.08,
Indonesia,IDN,2022-04-29,72.11,
Indonesia,IDN,2022-04-30,72.13,
Indonesia,IDN,2022-05-01,72.13,
Indonesia,IDN,2022-05-02,72.13,
Indonesia,IDN,2022-05-03,72.13,
Indonesia,IDN,2022-05-05,72.13,
Indonesia,IDN,2022-05-06,72.13,
Indonesia,IDN,2022-05-07,72.13,
Indonesia,IDN,2022-05-08,72.13,
Indonesia,IDN,2022-05-09,72.13,
Indonesia,IDN,2022-05-10,72.13,
Indonesia,IDN,2022-05-11,72.15,
Indonesia,IDN,2022-05-12,72.17,
Indonesia,IDN,2022-05-13,72.19,
Indonesia,IDN,2022-05-14,72.21,
Indonesia,IDN,2022-05-15,72.23,
Indonesia,IDN,2022-05-16,72.23,
Indonesia,IDN,2022-05-17,72.24,
Indonesia,IDN,2022-05-18,72.27,
Indonesia,IDN,2022-05-19,72.28,
Indonesia,IDN,2022-05-20,72.3,
Indonesia,IDN,2022-05-21,72.31,
Indonesia,IDN,2022-05-22,72.33,
Indonesia,IDN,2022-05-23,72.34,
Indonesia,IDN,2022-05-24,72.35,
Indonesia,IDN,2022-05-25,72.37,
Indonesia,IDN,2022-05-26,72.4,
Indonesia,IDN,2022-05-27,72.41,
Indonesia,IDN,2022-05-28,72.43,
Indonesia,IDN,2022-05-29,72.44,
Indonesia,IDN,2022-05-30,72.44,
Indonesia,IDN,2022-05-31,72.47,
Indonesia,IDN,2022-06-01,72.49,
Indonesia,IDN,2022-06-03,72.51,
Indonesia,IDN,2022-06-07,72.6,
Indonesia,IDN,2022-06-15,72.73,
Iran,IRN,2021-02-08,0,
Iran,IRN,2021-02-09,0,
Iran,IRN,2021-02-17,0.01,
Iran,IRN,2021-03-19,0.15,
Iran,IRN,2021-04-14,0.43,
Iran,IRN,2021-04-19,0.49,
Iran,IRN,2021-04-20,0.57,
Iran,IRN,2021-04-22,0.61,
Iran,IRN,2021-04-28,0.88,
Iran,IRN,2021-04-29,0.94,
Iran,IRN,2021-04-30,1.01,
Iran,IRN,2021-05-04,1.27,
Iran,IRN,2021-05-07,1.45,
Iran,IRN,2021-05-10,1.74,
Iran,IRN,2021-05-17,2.33,
Iran,IRN,2021-05-24,3.22,
Iran,IRN,2021-06-08,4.61,
Iran,IRN,2021-06-14,4.69,
Iran,IRN,2021-06-21,4.72,
Iran,IRN,2021-06-29,4.79,
Iran,IRN,2021-07-13,5.16,
Iran,IRN,2021-07-19,6.9,
Iran,IRN,2021-07-26,9.11,
Iran,IRN,2021-08-02,11.31,
Iran,IRN,2021-08-09,15.36,
Iran,IRN,2021-08-16,18.24,
Iran,IRN,2021-08-24,19.98,
Iran,IRN,2021-08-29,21.48,
Iran,IRN,2021-08-30,21.89,
Iran,IRN,2021-09-05,22.9,
Iran,IRN,2021-09-12,26.98,
Iran,IRN,2021-09-13,26.98,
Iran,IRN,2021-09-18,33.38,
Iran,IRN,2021-09-20,34.73,
Iran,IRN,2021-09-27,42.7,
Iran,IRN,2021-10-03,48.17,
Iran,IRN,2021-10-10,53.01,
Iran,IRN,2021-10-18,57.58,
Iran,IRN,2021-10-21,58.85,
Iran,IRN,2021-10-23,59.51,
Iran,IRN,2021-10-25,60.17,
Iran,IRN,2021-10-29,61.39,
Iran,IRN,2021-11-02,62.45,
Iran,IRN,2021-11-05,64.41,
Iran,IRN,2021-11-09,65.16,
Iran,IRN,2021-11-13,65.36,
Iran,IRN,2021-11-21,66.63,
Iran,IRN,2021-11-27,67.43,
Iran,IRN,2021-11-28,67.49,
Iran,IRN,2021-12-05,68.32,
Iran,IRN,2021-12-12,68.88,
Iran,IRN,2021-12-19,69.54,
Iran,IRN,2021-12-26,69.97,
Iran,IRN,2022-01-03,70.35,
Iran,IRN,2022-01-09,70.64,
Iran,IRN,2022-01-13,70.86,
Iran,IRN,2022-01-14,70.88,
Iran,IRN,2022-01-15,70.91,
Iran,IRN,2022-01-16,70.94,
Iran,IRN,2022-01-17,70.98,
Iran,IRN,2022-01-18,71.01,
Iran,IRN,2022-01-19,71.04,
Iran,IRN,2022-01-20,71.08,
Iran,IRN,2022-01-22,71.11,
Iran,IRN,2022-01-23,71.14,
Iran,IRN,2022-01-24,71.17,
Iran,IRN,2022-01-26,71.23,
Iran,IRN,2022-01-28,71.29,
Iran,IRN,2022-01-29,71.32,
Iran,IRN,2022-01-30,71.39,
Iran,IRN,2022-01-31,71.47,
Iran,IRN,2022-02-01,71.55,
Iran,IRN,2022-02-02,71.63,
Iran,IRN,2022-02-03,71.73,
Iran,IRN,2022-02-04,71.76,
Iran,IRN,2022-02-05,71.81,
Iran,IRN,2022-02-06,71.87,
Iran,IRN,2022-02-07,71.94,
Iran,IRN,2022-02-08,72,
Iran,IRN,2022-02-09,72.08,
Iran,IRN,2022-02-10,72.18,
Iran,IRN,2022-02-11,72.24,
Iran,IRN,2022-02-12,72.3,
Iran,IRN,2022-02-13,72.41,
Iran,IRN,2022-02-14,72.52,
Iran,IRN,2022-02-15,72.6,
Iran,IRN,2022-02-16,72.65,
Iran,IRN,2022-02-18,72.86,
Iran,IRN,2022-02-19,72.96,
Iran,IRN,2022-02-20,73.09,
Iran,IRN,2022-02-21,73.22,
Iran,IRN,2022-02-22,73.34,
Iran,IRN,2022-02-23,73.67,
Iran,IRN,2022-02-25,73.71,
Iran,IRN,2022-02-26,73.73,
Iran,IRN,2022-02-27,73.79,
Iran,IRN,2022-02-28,73.91,
Iran,IRN,2022-03-01,73.98,
Iran,IRN,2022-03-02,74.01,
Iran,IRN,2022-03-03,74.06,
Iran,IRN,2022-03-05,74.18,
Iran,IRN,2022-03-06,74.27,
Iran,IRN,2022-03-07,74.35,
Iran,IRN,2022-03-08,74.42,
Iran,IRN,2022-03-09,74.49,
Iran,IRN,2022-03-10,74.56,
Iran,IRN,2022-03-12,74.72,
Iran,IRN,2022-03-14,74.79,
Iran,IRN,2022-03-17,74.93,
Iran,IRN,2022-03-19,74.97,
Iran,IRN,2022-03-20,74.99,
Iran,IRN,2022-03-22,75,
Iran,IRN,2022-03-24,75.01,
Iran,IRN,2022-03-25,75.01,
Iran,IRN,2022-03-27,75.03,
Iran,IRN,2022-03-28,75.09,
Iran,IRN,2022-03-29,75.12,
Iran,IRN,2022-03-30,75.14,
Iran,IRN,2022-04-03,75.21,
Iran,IRN,2022-04-04,75.23,
Iran,IRN,2022-04-05,75.26,
Iran,IRN,2022-04-06,75.27,
Iran,IRN,2022-04-08,75.32,
Iran,IRN,2022-04-09,75.34,
Iran,IRN,2022-04-10,75.36,
Iran,IRN,2022-04-11,75.38,
Iran,IRN,2022-04-12,75.41,
Iran,IRN,2022-04-13,75.42,
Iran,IRN,2022-04-17,75.49,
Iran,IRN,2022-04-18,75.51,
Iran,IRN,2022-04-20,75.54,
Iran,IRN,2022-04-22,75.57,
Iran,IRN,2022-04-23,75.57,
Iran,IRN,2022-04-24,75.58,
Iran,IRN,2022-04-25,75.6,
Iran,IRN,2022-04-26,75.61,
Iran,IRN,2022-04-28,75.64,
Iran,IRN,2022-04-30,75.66,
Iran,IRN,2022-05-02,75.68,
Iran,IRN,2022-05-03,75.68,
Iran,IRN,2022-05-04,75.68,
Iran,IRN,2022-05-06,75.69,
Iran,IRN,2022-05-07,75.7,
Iran,IRN,2022-05-08,75.71,
Iran,IRN,2022-05-09,75.72,
Iran,IRN,2022-05-10,75.74,
Iran,IRN,2022-05-11,75.75,
Iran,IRN,2022-05-14,75.78,
Iran,IRN,2022-05-15,75.79,
Iran,IRN,2022-05-18,75.81,
Iran,IRN,2022-05-19,75.83,
Iran,IRN,2022-05-20,75.83,
Iran,IRN,2022-05-21,75.83,
Iran,IRN,2022-05-22,75.84,
Iran,IRN,2022-05-23,75.85,
Iran,IRN,2022-05-24,75.86,
Iran,IRN,2022-05-25,75.87,
Iran,IRN,2022-05-28,75.88,
Iran,IRN,2022-05-30,75.9,
Iran,IRN,2022-06-01,75.91,
Iraq,IRQ,2021-03-01,0,
Iraq,IRQ,2021-03-29,0.06,
Iraq,IRQ,2021-04-04,0.23,
Iraq,IRQ,2021-04-05,0.25,
Iraq,IRQ,2021-04-12,0.37,
Iraq,IRQ,2021-04-16,0.48,
Iraq,IRQ,2021-04-23,0.72,
Iraq,IRQ,2021-06-08,1.09,
Iraq,IRQ,2021-06-14,1.2,
Iraq,IRQ,2021-06-20,1.33,
Iraq,IRQ,2021-07-05,1.7,
Iraq,IRQ,2021-07-11,2.01,
Iraq,IRQ,2021-09-08,8.95,
Iraq,IRQ,2021-09-11,10.21,
Iraq,IRQ,2021-09-23,11.13,
Iraq,IRQ,2021-09-26,11.36,
Iraq,IRQ,2021-10-09,12.2,
Iraq,IRQ,2021-10-17,12.78,
Iraq,IRQ,2021-10-24,13.65,
Iraq,IRQ,2021-10-30,14.32,
Iraq,IRQ,2021-11-03,14.72,
Iraq,IRQ,2021-11-15,16.35,
Iraq,IRQ,2021-11-21,17.13,
Iraq,IRQ,2021-11-24,17.6,
Iraq,IRQ,2021-11-28,18.03,
Iraq,IRQ,2021-11-30,18.32,
Iraq,IRQ,2021-12-04,18.68,
Iraq,IRQ,2021-12-08,19.14,
Iraq,IRQ,2021-12-12,19.45,
Iraq,IRQ,2021-12-14,19.7,
Iraq,IRQ,2021-12-19,20.09,
Iraq,IRQ,2021-12-22,20.38,
Iraq,IRQ,2021-12-27,20.6,
Iraq,IRQ,2022-01-04,20.89,
Iraq,IRQ,2022-01-08,21.05,
Iraq,IRQ,2022-01-10,21.21,
Iraq,IRQ,2022-01-12,21.37,
Iraq,IRQ,2022-01-16,21.61,
Iraq,IRQ,2022-01-18,21.78,
Iraq,IRQ,2022-01-23,22.08,
Iraq,IRQ,2022-01-26,22.33,
Iraq,IRQ,2022-01-29,22.45,
Iraq,IRQ,2022-02-01,22.65,
Iraq,IRQ,2022-02-13,23.29,
Iraq,IRQ,2022-02-19,23.62,
Iraq,IRQ,2022-02-26,23.98,
Iraq,IRQ,2022-03-05,24.27,
Iraq,IRQ,2022-03-15,24.73,
Iraq,IRQ,2022-03-23,24.93,
Iraq,IRQ,2022-04-03,25.21,
Iraq,IRQ,2022-04-13,25.36,
Iraq,IRQ,2022-04-17,25.4,
Iraq,IRQ,2022-04-25,25.52,
Iraq,IRQ,2022-04-26,25.54,
Iraq,IRQ,2022-05-04,25.61,
Iraq,IRQ,2022-05-08,25.64,
Iraq,IRQ,2022-05-13,25.69,
Iraq,IRQ,2022-05-21,25.81,
Iraq,IRQ,2022-05-28,25.92,
Iraq,IRQ,2022-06-14,26.17,
Iraq,IRQ,2022-06-20,26.25,
Ireland,IRL,2020-12-28,0,
Ireland,IRL,2020-12-29,0.01,
Ireland,IRL,2020-12-30,0.03,
Ireland,IRL,2020-12-31,0.05,
Ireland,IRL,2021-01-01,0.06,
Ireland,IRL,2021-01-02,0.08,
Ireland,IRL,2021-01-03,0.08,
Ireland,IRL,2021-01-04,0.11,
Ireland,IRL,2021-01-05,0.18,
Ireland,IRL,2021-01-06,0.32,
Ireland,IRL,2021-01-07,0.55,
Ireland,IRL,2021-01-08,0.81,
Ireland,IRL,2021-01-09,0.97,
Ireland,IRL,2021-01-10,1.06,
Ireland,IRL,2021-01-11,1.23,
Ireland,IRL,2021-01-12,1.41,
Ireland,IRL,2021-01-13,1.61,
Ireland,IRL,2021-01-14,1.77,
Ireland,IRL,2021-01-15,1.92,
Ireland,IRL,2021-01-16,2.03,
Ireland,IRL,2021-01-17,2.05,
Ireland,IRL,2021-01-18,2.23,
Ireland,IRL,2021-01-19,2.39,
Ireland,IRL,2021-01-20,2.56,
Ireland,IRL,2021-01-21,2.74,
Ireland,IRL,2021-01-22,2.88,
Ireland,IRL,2021-01-23,2.96,
Ireland,IRL,2021-01-24,2.99,
Ireland,IRL,2021-01-25,3.02,
Ireland,IRL,2021-01-26,3.04,
Ireland,IRL,2021-01-27,3.08,
Ireland,IRL,2021-01-28,3.1,
Ireland,IRL,2021-01-29,3.13,
Ireland,IRL,2021-01-30,3.14,
Ireland,IRL,2021-01-31,3.15,
Ireland,IRL,2021-02-01,3.17,
Ireland,IRL,2021-02-02,3.19,
Ireland,IRL,2021-02-03,3.21,
Ireland,IRL,2021-02-04,3.24,
Ireland,IRL,2021-02-05,3.31,
Ireland,IRL,2021-02-06,3.33,
Ireland,IRL,2021-02-07,3.33,
Ireland,IRL,2021-02-08,3.36,
Ireland,IRL,2021-02-09,3.44,
Ireland,IRL,2021-02-10,3.62,
Ireland,IRL,2021-02-11,3.74,
Ireland,IRL,2021-02-12,3.83,
Ireland,IRL,2021-02-13,3.86,
Ireland,IRL,2021-02-14,3.91,
Ireland,IRL,2021-02-15,3.95,
Ireland,IRL,2021-02-16,4.06,
Ireland,IRL,2021-02-17,4.26,
Ireland,IRL,2021-02-18,4.43,
Ireland,IRL,2021-02-19,4.62,
Ireland,IRL,2021-02-20,4.74,
Ireland,IRL,2021-02-21,4.76,
Ireland,IRL,2021-02-22,4.84,
Ireland,IRL,2021-02-23,5.11,
Ireland,IRL,2021-02-24,5.45,
Ireland,IRL,2021-02-25,5.81,
Ireland,IRL,2021-02-26,6.13,
Ireland,IRL,2021-02-27,6.31,
Ireland,IRL,2021-02-28,6.36,
Ireland,IRL,2021-03-01,6.47,
Ireland,IRL,2021-03-02,6.72,
Ireland,IRL,2021-03-03,6.98,
Ireland,IRL,2021-03-04,7.35,
Ireland,IRL,2021-03-05,7.72,
Ireland,IRL,2021-03-06,7.93,
Ireland,IRL,2021-03-07,7.96,
Ireland,IRL,2021-03-08,8.1,
Ireland,IRL,2021-03-09,8.37,
Ireland,IRL,2021-03-10,8.65,
Ireland,IRL,2021-03-11,9.02,
Ireland,IRL,2021-03-12,9.37,
Ireland,IRL,2021-03-13,9.53,
Ireland,IRL,2021-03-14,9.54,
Ireland,IRL,2021-03-15,9.6,
Ireland,IRL,2021-03-16,9.78,
Ireland,IRL,2021-03-17,9.87,
Ireland,IRL,2021-03-18,10.11,
Ireland,IRL,2021-03-19,10.32,
Ireland,IRL,2021-03-20,10.42,
Ireland,IRL,2021-03-21,10.5,
Ireland,IRL,2021-03-22,10.64,
Ireland,IRL,2021-03-23,10.9,
Ireland,IRL,2021-03-24,11.17,
Ireland,IRL,2021-03-25,11.59,
Ireland,IRL,2021-03-26,11.98,
Ireland,IRL,2021-03-27,12.22,
Ireland,IRL,2021-03-29,12.72,
Ireland,IRL,2021-03-30,13.04,
Ireland,IRL,2021-03-31,13.44,
Ireland,IRL,2021-04-01,13.84,
Ireland,IRL,2021-04-02,13.99,
Ireland,IRL,2021-04-03,14.05,
Ireland,IRL,2021-04-04,14.12,
Ireland,IRL,2021-04-05,14.36,
Ireland,IRL,2021-04-06,14.73,
Ireland,IRL,2021-04-07,15.14,
Ireland,IRL,2021-04-08,15.55,
Ireland,IRL,2021-04-09,15.78,
Ireland,IRL,2021-04-10,15.83,
Ireland,IRL,2021-04-11,15.99,
Ireland,IRL,2021-04-12,16.22,
Ireland,IRL,2021-04-13,16.63,
Ireland,IRL,2021-04-14,17.17,
Ireland,IRL,2021-04-15,17.74,
Ireland,IRL,2021-04-16,18.05,
Ireland,IRL,2021-04-17,18.08,
Ireland,IRL,2021-04-18,18.21,
Ireland,IRL,2021-04-19,18.51,
Ireland,IRL,2021-04-20,19.05,
Ireland,IRL,2021-04-21,19.68,
Ireland,IRL,2021-04-22,20.36,
Ireland,IRL,2021-04-23,20.83,
Ireland,IRL,2021-04-24,21.03,
Ireland,IRL,2021-04-25,21.34,
Ireland,IRL,2021-04-26,21.86,
Ireland,IRL,2021-04-27,22.39,
Ireland,IRL,2021-04-28,23.02,
Ireland,IRL,2021-04-29,23.75,
Ireland,IRL,2021-04-30,24.08,
Ireland,IRL,2021-05-01,24.33,
Ireland,IRL,2021-05-02,24.62,
Ireland,IRL,2021-05-03,25.15,
Ireland,IRL,2021-05-04,25.8,
Ireland,IRL,2021-05-05,26.55,
Ireland,IRL,2021-05-06,27.37,
Ireland,IRL,2021-05-07,27.88,
Ireland,IRL,2021-05-08,28.27,
Ireland,IRL,2021-05-09,28.86,
Ireland,IRL,2021-05-10,29.54,
Ireland,IRL,2021-05-11,30.17,
Ireland,IRL,2021-05-12,30.9,
Ireland,IRL,2021-05-13,31.67,
Ireland,IRL,2021-05-14,32.25,
Ireland,IRL,2021-05-15,32.71,
Ireland,IRL,2021-05-16,33.43,
Ireland,IRL,2021-05-17,34.21,
Ireland,IRL,2021-05-18,34.96,
Ireland,IRL,2021-05-19,35.75,
Ireland,IRL,2021-05-20,36.56,
Ireland,IRL,2021-05-21,37.17,
Ireland,IRL,2021-05-22,37.54,
Ireland,IRL,2021-05-23,38.16,
Ireland,IRL,2021-05-24,38.83,
Ireland,IRL,2021-05-25,39.3,
Ireland,IRL,2021-05-26,39.65,
Ireland,IRL,2021-05-27,40.22,
Ireland,IRL,2021-05-28,40.72,
Ireland,IRL,2021-05-29,41.22,
Ireland,IRL,2021-05-30,41.74,
Ireland,IRL,2021-05-31,42.36,
Ireland,IRL,2021-06-01,42.82,
Ireland,IRL,2021-06-02,43.19,
Ireland,IRL,2021-06-03,43.78,
Ireland,IRL,2021-06-04,44.2,
Ireland,IRL,2021-06-05,44.6,
Ireland,IRL,2021-06-06,45,
Ireland,IRL,2021-06-07,45.53,
Ireland,IRL,2021-06-08,46.19,
Ireland,IRL,2021-06-09,46.75,
Ireland,IRL,2021-06-10,47.28,
Ireland,IRL,2021-06-11,47.53,
Ireland,IRL,2021-06-12,47.72,
Ireland,IRL,2021-06-13,48.04,
Ireland,IRL,2021-06-14,48.34,
Ireland,IRL,2021-06-15,48.61,
Ireland,IRL,2021-06-16,49.06,
Ireland,IRL,2021-06-17,49.31,
Ireland,IRL,2021-06-18,49.45,
Ireland,IRL,2021-06-19,49.62,
Ireland,IRL,2021-06-20,49.94,
Ireland,IRL,2021-06-21,50.26,
Ireland,IRL,2021-06-22,50.68,
Ireland,IRL,2021-06-23,51.08,
Ireland,IRL,2021-06-24,51.41,
Ireland,IRL,2021-06-25,51.6,
Ireland,IRL,2021-06-26,51.77,
Ireland,IRL,2021-06-27,52.27,
Ireland,IRL,2021-06-28,52.85,
Ireland,IRL,2021-06-29,53.32,
Ireland,IRL,2021-06-30,53.63,
Ireland,IRL,2021-07-01,53.92,
Ireland,IRL,2021-07-02,54.12,
Ireland,IRL,2021-07-03,54.25,
Ireland,IRL,2021-07-04,54.67,
Ireland,IRL,2021-07-05,55.03,
Ireland,IRL,2021-07-06,55.53,
Ireland,IRL,2021-07-07,56,
Ireland,IRL,2021-07-08,56.41,
Ireland,IRL,2021-07-09,56.67,
Ireland,IRL,2021-07-10,57.02,
Ireland,IRL,2021-07-11,57.48,
Ireland,IRL,2021-07-12,58.05,
Ireland,IRL,2021-07-13,58.66,
Ireland,IRL,2021-07-14,59.33,
Ireland,IRL,2021-07-15,59.98,
Ireland,IRL,2021-07-16,60.31,
Ireland,IRL,2021-07-17,60.68,
Ireland,IRL,2021-07-18,61.31,
Ireland,IRL,2021-07-19,62.08,
Ireland,IRL,2021-07-20,62.82,
Ireland,IRL,2021-07-21,63.63,
Ireland,IRL,2021-07-22,64.29,
Ireland,IRL,2021-07-23,64.65,
Ireland,IRL,2021-07-24,64.96,
Ireland,IRL,2021-07-25,65.51,
Ireland,IRL,2021-07-26,66.09,
Ireland,IRL,2021-07-27,66.63,
Ireland,IRL,2021-07-28,67.08,
Ireland,IRL,2021-07-29,67.56,
Ireland,IRL,2021-07-30,67.85,
Ireland,IRL,2021-07-31,68.08,
Ireland,IRL,2021-08-01,68.39,
Ireland,IRL,2021-08-02,68.76,
Ireland,IRL,2021-08-03,69.24,
Ireland,IRL,2021-08-04,69.54,
Ireland,IRL,2021-08-05,69.8,
Ireland,IRL,2021-08-06,69.94,
Ireland,IRL,2021-08-07,70.12,
Ireland,IRL,2021-08-08,70.24,
Ireland,IRL,2021-08-09,70.44,
Ireland,IRL,2021-08-10,70.59,
Ireland,IRL,2021-08-11,70.75,
Ireland,IRL,2021-08-12,70.98,
Ireland,IRL,2021-08-13,71.35,
Ireland,IRL,2021-08-14,71.7,
Ireland,IRL,2021-08-15,71.91,
Ireland,IRL,2021-08-16,72.18,
Ireland,IRL,2021-08-17,72.49,
Ireland,IRL,2021-08-18,72.73,
Ireland,IRL,2021-08-19,73.05,
Ireland,IRL,2021-08-20,73.29,
Ireland,IRL,2021-08-21,73.45,
Ireland,IRL,2021-08-22,73.68,
Ireland,IRL,2021-08-23,73.88,
Ireland,IRL,2021-08-24,74.07,
Ireland,IRL,2021-08-25,74.25,
Ireland,IRL,2021-08-26,74.46,
Ireland,IRL,2021-08-27,74.66,
Ireland,IRL,2021-08-28,74.84,
Ireland,IRL,2021-08-29,74.94,
Ireland,IRL,2021-08-30,75.02,
Ireland,IRL,2021-08-31,75.13,
Ireland,IRL,2021-09-01,75.23,
Ireland,IRL,2021-09-02,75.33,
Ireland,IRL,2021-09-03,75.43,
Ireland,IRL,2021-09-04,75.53,
Ireland,IRL,2021-09-05,75.58,
Ireland,IRL,2021-09-06,75.64,
Ireland,IRL,2021-09-07,75.7,
Ireland,IRL,2021-09-08,75.76,
Ireland,IRL,2021-09-09,75.83,
Ireland,IRL,2021-09-10,75.89,
Ireland,IRL,2021-09-11,75.93,
Ireland,IRL,2021-09-12,75.96,
Ireland,IRL,2021-09-13,75.99,
Ireland,IRL,2021-09-14,76.06,
Ireland,IRL,2021-09-15,76.1,
Ireland,IRL,2021-09-16,76.15,
Ireland,IRL,2021-09-17,76.2,
Ireland,IRL,2021-09-18,76.24,
Ireland,IRL,2021-09-19,76.26,
Ireland,IRL,2021-09-20,76.29,
Ireland,IRL,2021-09-21,76.33,
Ireland,IRL,2021-09-22,76.37,
Ireland,IRL,2021-09-23,76.41,
Ireland,IRL,2021-09-24,76.46,
Ireland,IRL,2021-09-25,76.49,
Ireland,IRL,2021-09-26,76.51,
Ireland,IRL,2021-09-27,76.54,
Ireland,IRL,2021-09-28,76.58,
Ireland,IRL,2021-09-29,76.6,
Ireland,IRL,2021-09-30,76.64,
Ireland,IRL,2021-10-01,76.68,
Ireland,IRL,2021-10-02,76.7,
Ireland,IRL,2021-10-03,76.71,
Ireland,IRL,2021-10-04,76.73,
Ireland,IRL,2021-10-05,76.75,
Ireland,IRL,2021-10-06,76.77,
Ireland,IRL,2021-10-07,76.8,
Ireland,IRL,2021-10-08,76.81,
Ireland,IRL,2021-10-09,76.84,
Ireland,IRL,2021-10-10,76.85,
Ireland,IRL,2021-10-11,76.86,
Ireland,IRL,2021-10-12,76.88,
Ireland,IRL,2021-10-13,76.89,
Ireland,IRL,2021-10-14,76.91,
Ireland,IRL,2021-10-15,76.94,
Ireland,IRL,2021-10-16,76.97,
Ireland,IRL,2021-10-17,76.99,
Ireland,IRL,2021-10-18,77.01,
Ireland,IRL,2021-10-19,77.06,
Ireland,IRL,2021-10-20,77.1,
Ireland,IRL,2021-10-21,77.13,
Ireland,IRL,2021-10-22,77.17,
Ireland,IRL,2021-10-23,77.2,
Ireland,IRL,2021-10-24,77.23,
Ireland,IRL,2021-10-25,77.25,
Ireland,IRL,2021-10-26,77.29,
Ireland,IRL,2021-10-27,77.33,
Ireland,IRL,2021-10-28,77.37,
Ireland,IRL,2021-10-29,77.41,
Ireland,IRL,2021-10-30,77.44,
Ireland,IRL,2021-11-01,77.45,
Ireland,IRL,2021-11-02,77.47,
Ireland,IRL,2021-11-03,77.52,
Ireland,IRL,2021-11-04,77.55,
Ireland,IRL,2021-11-05,77.59,
Ireland,IRL,2021-11-06,77.62,
Ireland,IRL,2021-11-07,77.64,
Ireland,IRL,2021-11-08,77.65,
Ireland,IRL,2021-11-09,77.67,
Ireland,IRL,2021-11-10,77.71,
Ireland,IRL,2021-11-11,77.73,
Ireland,IRL,2021-11-12,77.76,
Ireland,IRL,2021-11-13,77.79,
Ireland,IRL,2021-11-14,77.82,
Ireland,IRL,2021-11-15,77.84,
Ireland,IRL,2021-11-16,77.87,
Ireland,IRL,2021-11-17,77.9,
Ireland,IRL,2021-11-18,77.93,
Ireland,IRL,2021-11-19,77.96,
Ireland,IRL,2021-11-20,77.99,
Ireland,IRL,2021-11-21,78.02,
Ireland,IRL,2021-11-22,78.04,
Ireland,IRL,2021-11-23,78.08,
Ireland,IRL,2021-11-24,78.12,
Ireland,IRL,2021-11-25,78.13,
Ireland,IRL,2021-11-26,78.16,
Ireland,IRL,2021-11-27,78.19,
Ireland,IRL,2021-11-28,78.22,
Ireland,IRL,2021-11-29,78.24,
Ireland,IRL,2021-11-30,78.27,
Ireland,IRL,2021-12-01,78.3,
Ireland,IRL,2021-12-02,78.33,
Ireland,IRL,2021-12-03,78.35,
Ireland,IRL,2021-12-04,78.38,
Ireland,IRL,2021-12-05,78.4,
Ireland,IRL,2021-12-06,78.42,
Ireland,IRL,2021-12-07,78.43,
Ireland,IRL,2021-12-08,78.45,
Ireland,IRL,2021-12-09,78.46,
Ireland,IRL,2021-12-10,78.48,
Ireland,IRL,2021-12-11,78.49,
Ireland,IRL,2021-12-12,78.51,
Ireland,IRL,2021-12-13,78.52,
Ireland,IRL,2021-12-14,78.54,
Ireland,IRL,2021-12-15,78.55,
Ireland,IRL,2021-12-16,78.57,
Ireland,IRL,2021-12-17,78.6,
Ireland,IRL,2021-12-18,78.62,
Ireland,IRL,2021-12-19,78.63,
Ireland,IRL,2021-12-20,78.64,
Ireland,IRL,2021-12-21,78.67,
Ireland,IRL,2021-12-22,78.7,
Ireland,IRL,2021-12-23,78.72,
Ireland,IRL,2021-12-24,78.72,
Ireland,IRL,2021-12-25,78.72,
Ireland,IRL,2021-12-26,78.72,
Ireland,IRL,2021-12-27,78.73,
Ireland,IRL,2021-12-28,78.74,
Ireland,IRL,2021-12-29,78.76,
Ireland,IRL,2021-12-30,78.78,
Ireland,IRL,2021-12-31,78.79,
Ireland,IRL,2022-01-01,78.79,
Ireland,IRL,2022-01-02,78.8,
Ireland,IRL,2022-01-03,78.87,
Ireland,IRL,2022-01-04,78.9,
Ireland,IRL,2022-01-05,78.94,
Ireland,IRL,2022-01-06,78.99,
Ireland,IRL,2022-01-07,79.09,
Ireland,IRL,2022-01-08,79.28,
Ireland,IRL,2022-01-09,79.43,
